"id","0","11"
"14301_Title","Planned Execution","計画的追放"
"14301_Info","Vote out your target in a meeting <you called>","自身が<招集した会議>でターゲットを<追放>する"
"22900_Title","Straw Wielder","藁の使い手"
"22900_Info","Perform special kills 5 times","特殊キルを5回行う"
"22901_Title","A World without Chaos","混沌としないセカイ"
"22901_Info","Die while <meeting the person> during transformation","変身中に<本人と会っ>て死亡する"
"22902_Title","It Could Be Me Tomorrow","明日は我が身"
"22902_Info","Perform special kills 30 times.","特殊キルを30回行う。"
"13500_Title","God Who Sends to Another World","異世界の送り神"
"13500_Info","Have sent a total of 10 people to heaven","累計10人を天界に送った"
"13501_Title","Towards the Development of Another World","異世界の発展へ"
"13501_Info","Win as the Grim Reaper","死神で勝利する"
"12900_Title","Rampaging Dog","暴れ犬"
"12900_Info","Make <3> kills during a game","ゲーム中に<3>回キルを行う"
"12901_Title","Yesterday's Enemy is Today's Friend","昨日の敵は今日の友"
"12901_Info","Sidekick an <Impostor>","<インポスター>をサイドキックする"
"12902_Title","Just as Planned...","計算通り..."
"12902_Info","The Jackal team wins without killing once","ジャッカル陣営が1度もキルを行わずに勝利する"
"12902_Constraint","-Sometimes observing is important... zzz","-時には観察も大事。...zzz"
"13600_Title","Cutting‑Edge Murderer","最先端の殺人鬼"
"13600_Info","Win as Remote Killer","リモートキラーで勝利する"
"13601_Title","Child of Long‑Distance Kill","遠隔キルの申し子"
"13601_Info","Kill a target located more than <30m away> remotely","遠隔で<30m以上先の>相手をキルする"
"13601_Constraint","・Distance to target is <30m or more> ・Whether kill teleport is used doesn't matter.","・相手との<距離>が<30m以上>ある・キルテレポートの有無は問わない。"
"15700_Title","Bakeneko","化け猫"
"15700_Info","Win as a Bakeneko","バケネコとして勝利する"
"15700_Constraint","・Must be in the non-human faction","・人外陣営に所属していること"
"15701_Title","Rampaging Cat","暴れ猫"
"15701_Info","Make <3> kills during a game","ゲーム中、<3>回キルを行う"
"15702_Title","Vendetta","敵討ち"
"15702_Info","Win while the boss is dead","親分が死亡している状態で勝利する"
"15702_Constraint","・The boss is dead ・The boss's team wins","・<親分>が死亡している・<親分のチーム>が勝利"
"15600_Title","Living Cat","生きていた猫"
"15600_Info","Win as Schrödinger's Cat","シュレディンガーの猫で勝利"
"15600_Constraint","・Be in a non-human faction and survive until the end","・人外陣営に所属しており、最後まで生存"
"15601_Title","Another Future","もう一つの未来"
"15601_Info","Be an impostor and win with the reactor.","インポスターに所属し、リアクターで勝利する。"
"15601_Constraint","・Be an <impostor> ・Reactor runs out of time ・You are still alive ・Impostors win","・<インポスター>に所属・<リアクタ>ーが<時間切>れ・自身がまだ生存している・<インポスター>が勝利"
"14000_Title","Isolated Airship","隔離された飛行船"
"14000_Info","Win as Plague Doctor","ペスト医師で勝利する"
"14001_Title","Selfish Ambition","身勝手な野望"
"14001_Info","Win with <10> or more alive","<10人>以上生存した状態で勝利"
"14001_Constraint","・Does not include yourself ・Does not include dead infected","・自身は含まない・死亡した感染者も含まない"
"23400_Title","I'm Still an Ally","それでも僕は味方"
"23400_Info","Kill a NonCrew.","人外をキルする"
"8500_Title","Leave It to Me Basically","大体は、おまかせあれ"
"8500_Info","Experience 4 different roles during a match","試合中、4種類の役職を経験する"
"8501_Title","Leave Everything to Me!","なんでもおまかせあれ！"
"8501_Info","Experience 10 different roles during a match","試合中、10種類の役職を経験する"
"8502_Title","Even Crew Betrayal Is Left to Me","クルーの裏切りもおまかせあれ"
"8502_Info","Win as <Madmate>","<マッドメイト>として勝利する"
"9400_Title","First Step to Growth","成長への第一歩"
"9400_Info","Divine someone who is not Crew","占いでクルー以外を占う"
"9401_Title","Dead Men Tell No Tales","死人に口なし"
"9401_Info","Get killed by the target while waiting for divination results","占い結果待ち中、相手にキルされる"
"9401_Constraint","-You saw something you <shouldn't> have.","-君は<見て>は<いけないもの>を見た。"
"10200_Title","Popular Baker","人気のパン屋さん"
"10200_Info","Survive until the end of the game","ゲーム終了まで生き残る"
"10201_Title","Baker...?","パン屋...?"
"10201_Info","The baker starts a seasonal menu","パン屋が季節限定メニューを始める"
"10400_Title","Gotcha!","引っかかったな！"
"10400_Info","The person who killed you gets voted out","自身をキルした人物が追放される"
"12300_Title","Fully Charged","フル充電"
"12300_Info","End the game with charge almost at max","充電がほぼMaxの状態でゲームを終える"
"10300_Title","Slightly Tilted Scales","わずかに傾いた天秤"
"10300_Info","Vote out a non-human with the Scales","天秤で人外を追放する"
"10301_Title","Unwavering Scales","揺るがない天秤"
"10301_Info","Vote out <2 people at once> with the Scales","天秤で<2人同時に>追放する"
"10302_Title","Suddenly Visited Peace","突如訪れた平和"
"10302_Info","Vote out <non-humans> <2 at once> with the Scales","天秤で<人外>を<2人同時に>追放する"
"10302_Constraint","-Just before, it was <dark>, but the situation <changed suddenly>","-少し前は<闇>に包まれていたはずが、状況は<急変>した"
"22200_Title","Extinguished Light","消えた灯"
"22200_Info","Vision becomes 0","視界が0になる"
"12200_Title","I'll Be Back for Sure","またきっと戻ってくる"
"12200_Info","Use comeback 10 times","カムバックを10回使用する"
"12201_Title","Appearing Everywhere","どこにでも現る"
"12201_Info","Move a total of <1000m>","累計<1000m>移動する"
"9800_Title","Rampaging Authority","暴走した権力"
"9800_Info","Force-vote out a non-human","人外を強制追放する"
"9801_Title","Desperate Judgment","決死の判断"
"9801_Info","Crew wins after <force-voting>","強制追放後、<クルー>が勝利する"
"9200_Title","Fortune-Teller with a Reputation","当たると噂の占い師"
"9200_Info","Divine a non-human","人外を占う"
"9201_Title","Seeing Through Everything","全てお見通し"
"9201_Info","Divine 3 Impostor faction members in one game","1ゲームでインポスター陣営を3人占う"
"9201_Constraint","・Includes Madmates in Impostor faction","・マッドメイトもインポスター陣営に含む"
"10800_Title","Steel Body","鋼の体"
"10800_Info","Use guard 1 or more times and survive","ガードを1回以上使用し、生存する"
"10801_Title","Concentrated Fire","集中砲火"
"10801_Info","Use guard <3 or more times> and survive","ガードを<3回>以上使用し、生存する"
"10802_Title","Just Guard","ジャストガード"
"10802_Info","Use guard within 5 seconds of it being granted","ガードが付与されてから5秒以内に使用する"
"10802_Constraint","-If even a little <late>, the <future> would have been different...","-少しでも<遅れてい>れば<未来>は違った..."
"9700_Title","Following the Clues...","痕跡を頼りに..."
"9700_Info","Obtain information from a body","死体の情報を得る"
"9701_Title","Avenger of the Victim","被害者の仇"
"9701_Info","Vote out the killer who killed the investigation target","捜査対象を殺したキラーを追放"
"21100_Title","Peaceful Kingdom Today Too","今日も平和な王国"
"21100_Info","Survive and Crew wins","生存して、クルーが勝利する"
"21101_Title","Are you King?","Are you King?"
"21101_Info","The Monarch gets voted out by a non-human","君臨者が人外によって追放される"
"21102_Title","Preserved Kingdom","保たれた王国"
"21102_Info","The Monarch dies, suffers great damage, then Crew wins","君臨者が死亡し、甚大な被害をうけた後、クルーが勝利"
"21102_Constraint","・<Death> count 5 or more ・At game end, surviving Crew faction <role holders> 2 or fewer ・Victory cause is <non-human vote out>","・<死亡>人数5人以上・ゲーム終了時、生存しているクルー陣営の<役職持ち>が2人以下・勝利要因が<人外の追放>"
"11400_Title","A Ray of Light in the Darkness","闇に灯された一筋の光"
"11400_Info","Nullify blackout","停電を無効化する"
"9500_Title","Mayor's Authority","市長の権限"
"9500_Info","The person you voted for gets voted out","票を入れた相手が追放される"
"9501_Title","I Won't Let It Go as Planned!!","思惑通りにはさせない!!"
"9501_Info","Vote out a non-human in a situation with many non-humans","人外多数の状況で人外を追放する"
"9501_Constraint","・<Crew> wins ・<Non-human> majority (<Faction> doesn't matter)","・<クルー>が勝利する・<人外>多数である(<陣営>は問わない)"
"9000_Title","I Won't Miss That Glimpse of Tail","チラ見え尻尾は見逃さない"
"9000_Info","Sheriff-execute a total of 5 people in meetings","会議で累計5人をシェリフ執行する"
"9001_Title","Terrifying Meeting Executor","恐怖の会議執行人"
"9001_Info","Execute 3 or more non-humans in one meeting","1会議で3人以上の人外を処刑する"
"9001_Constraint","・Only vote out and Sheriff executions count","・追放,シェリフ処刑のみ対象"
"8700_Title","Sensor Maintenance Technician","センサー整備士"
"8700_Info","Install sensors in 5 locations","5つの箇所にセンサーを設置する"
"8701_Title","Traffic Control Expert","交通管理の達人"
"8701_Info","A total of 100 people contact sensors","累計100人がセンサーに接触する"
"9300_Title","Tehepero","てへぺろ"
"9300_Info","Divine a non-human as Crew (reverse also OK)","人外をクルーとして占う(逆でも可)"
"9301_Title","Won't Be Called a Klutz","ぽんこつとは呼ばせない"
"9301_Info","Win as Crew without any divination failures during the match","試合中、一度も占い失敗せずクルー勝利する"
"9301_Constraint","・Divine <non-humans> 2 or more ・Divination <failure rate> 50% or more","・<人外を>2人以上占う・占い<失敗率>50%以上"
"11200_Title","Final Scream","最期の叫び"
"11200_Info","Receive noise 5 times","ノイズを5回受信する"
"11201_Title","Whispers of the Dead","死者達の囁き"
"11201_Info","Receive noise 50 times","ノイズを50回受信する"
"11800_Title","Emergency Response Is My Specialty","緊急対応はお手の物"
"11800_Info","Use ability 5 times","能力を5回使用する"
"11801_Title","Ship Repairman","船の修理屋さん"
"11801_Info","Use ability 50 times","能力を50回使用する"
"11300_Title","Communicator with Satellites","衛星との通信者"
"11300_Info","Use ability a total of 5 times","能力を累計5回使用する"
"11000_Title","Faint Presence","微かな気配"
"11000_Info","Receive kill flash 5 times","キルフラッシュを5回受け取る"
"11001_Title","Sense That Something Happened","何かが起こった気配"
"11001_Info","Receive kill flash 15 times","キルフラッシュを15回受け取る"
"11002_Title","Something I Saw Faintly","微かに見えたもの"
"11002_Info","Receive kill flash 50 times","キルフラッシュを50回受け取る"
"11002_Constraint","-I definitely saw it...<the sight of those dead guys>...","-確かに見えたはずなんだ...<死んだアイツらの姿が>..."
"9600_Title","Smiling Ghost","微笑んだ幽霊"
"9600_Info","Get divined as <same faction> 3 times","3回、<同陣営>だと占われる"
"9601_Title","Frowning Ghost","顔をしかめた幽霊"
"9601_Info","Get divined as <different> faction 3 times","3回、<異なる>陣営だと占われる"
"9602_Title","Ghost That Might Get Along","コイツと気が合いそうな幽霊"
"9602_Info","Divine <Impostor faction> and <Third faction>","<インポスター陣営>と<第三陣営>を占う"
"10900_Title","Secret Information Only I Know","僕しか知らない極秘情報"
"10900_Info","Complete <task> and expose non-human","タスクを<完了>させ、人外を炙り出す"
"12000_Title","Completely Melted Yukinko","溶けきったゆきんこ"
"12000_Info","Vision becomes <minimum>","視界が<最小>になる"
"12001_Title","Snowman That Doesn't Melt Anywhere","どこでも溶けない雪だるま"
"12001_Info","End the game with <almost no melting> from initial vision","最初の視界から<ほぼ溶けず>に<ゲームが終了>する"
"11500_Title","Latest Speed-Up Shoes","最新型の速くなる靴"
"11500_Info","Speed up someone's feet","誰かの足を速くする"
"12400_Title","Minimum Work","最低限の仕事"
"12400_Info","Complete all tasks","タスクを全て完了させる"
"10500_Title","Protected Treasure","守り抜いた宝物"
"10500_Info","End the game without having attribute <stolen>","属性を<盗まれず>、ゲームが終了する"
"10501_Title","You Are a Being to Be Used","君は利用される存在"
"10501_Info","Steal Stroner's attribute and win","ストルナーの属性を盗み、勝利する"
"10000_Title","Shining Existence","輝く存在"
"10000_Info","Get revealed as being a Star","自身がスターであると明かされる"
"9900_Title","Shining Body","輝いている体"
"9900_Info","Win as <Crew> while <alive>","<生存した>状態で<クルー>勝利する"
"9901_Title","Not Invincible","無敵ではない"
"9901_Info","Die while possessing <kill ability>","<キル能力を所有している>状態で死亡する"
"11600_Title","Not Enough Talk Yet","まだ、話足りない"
"11600_Info","Extend meeting time by a total of 60 seconds","会議時間を計60秒伸ばす"
"11601_Title","More! I Want to Talk More!!","もっと！話したいっ！！"
"11601_Info","Extend meeting time by a total of 5 minutes","会議時間を計5分伸ばす"
"11602_Title","Topics Never End","話題は途切れない"
"11602_Info","Extend meeting time by a total of <30 minutes>","会議時間を計<30分>伸ばす"
"12500_Title","Unique Skill","唯一無二のスキル"
"12500_Info","Open all toilet doors on Airship at once","エアシップのトイレの扉を一斉に開く"
"12501_Title","Door Opened Far Away","遥か遠くで開いた扉"
"12501_Info","Activate ability on <non-Airship>","<エアシップ以外>で能力を発動する"
"21300_Title","Trap Activated!!","トラップ発動!!"
"21300_Info","Activate trap","トラップを発動する"
"21301_Title","Inescapable Situation","言い逃れできない状況"
"21301_Info","Your <body> gets reported while <trap> is active","<トラップ>発動中に<自身の死体>が通報される"
"12800_Title","Eaten Leg","喰われた脚"
"12800_Info","Kill with vent trap","ベントトラップでキルを行う"
"12801_Title","Terrifying Vent","恐怖の通気口"
"12801_Info","Kill <2 times> in <1 turn>","<1ターン>に2回キルする"
"12600_Title","Heard Opening Sound","聞こえた開閉音"
"12600_Info","Receive vent flash 3 times","ベントフラッシュを3回受け取る"
"12601_Title","Echoing Sound","響き渡る音"
"12601_Info","Receive vent flash 30 times","ベントフラッシュを30回受け取る"
"12700_Title","Something Lurking in the Shadows","陰に潜んでいたモノ"
"12700_Info","Pull someone out from vent","ベントから誰かを引き出す"
"12701_Title","Dragged into the Shadows...","陰に引きずられ..."
"12701_Info","Get killed by someone pulled out from vent","ベントから出した相手にキルされる"
"10100_Title","I Know Your Position","貴方の位置は分かっている"
"10100_Info","Track someone","誰かを追跡する"
"9100_Title","Parting with Kin","同族との決別"
"9100_Info","Kill an <Impostor>","<インポスター>をキルする"
"9101_Title","Mixed Blood","入り混じった血"
"9101_Info","Get divined","占いで占われる"
"5500_Title","Essence of Destruction","破壊の極意"
"5500_Info","Destroy report button 3 times","レポートボタンを3回破壊する"
"5501_Title","God of Destruction","破壊神"
"5501_Info","Destroy report button 15 times","レポートボタンを15回破壊する"
"5502_Title","Into Splinters","木端微塵"
"5502_Info","Break the same player's megaphone 3 times","同じプレイヤーのメガホンを3回壊す"
"5502_Constraint","-It's something <that child> gave me <first>, so it's <important> to me~","-「<あの子>から<初め>てもらったモノだから<大切>なんだよね～」"
"23800_Title","Taking Aim","狙いを定めて"
"23800_Info","Hit one person","一人命中する"
"23801_Title","Riding the Wind...","風に乗って..."
"23801_Info","Move a certain distance with Archer's bow teleport","アーチャーの弓移動で一定距離移動する"
"23802_Title","Released Single Arrow","解き放たれた一本の矢"
"23802_Info","After hitting a Crew, Impostors win","クルーに命中したその後、インポスターが勝利する"
"23802_Constraint","-In the silence, there was a <beautiful> trajectory drawn by the <arrow> and <corpse>.","-静けさの中、<美しい>軌道を描いた<矢>と<死体>がそこにはあった。"
"15800_Title","Obvious Thing","わかりきったコト"
"15800_Info","Guess <Merlin> correctly in <Assassin meeting>","<アサシン会議>で<マーリン>を当てる"
"3900_Title","Full Balloon","パンパンの風船"
"3900_Info","<Explosion range> becomes maximum","<破裂範囲>が最大になる"
"3901_Title","Balloon Seller's Big Move","風船屋の大移動"
"3901_Info","Move <1000>m in a game","ゲームで<1000>m移動する"
"3902_Title","Giant Balloon Explosion Incident","巨大風船破裂事件"
"3902_Info","Involve 3 or more in one <explosion>","一度の<破裂>で3人以上巻き込む"
"3902_Constraint","・Self-explosion not included in count","・自身の自爆は人数に含まれない"
"3800_Title","Explosion!!!","エクスプロージョンｯ!!!"
"3800_Info","Kill 3 people at once with explosion","爆破で3人同時にキルする"
"3801_Title","Super Ultra Explosion!!!","すーぱーうるとらえくすぷろーじょん!!!"
"3801_Info","Kill <5> people at once with explosion","爆破で<5>人同時にキルする"
"7300_Title","Goal Achieved","目標達成"
"7300_Info","Kill the target number","目標人数キルする"
"7301_Title","Here and Not Here","あって、ないようなもの。"
"7301_Info","Impostors win","インポスター勝利する"
"7302_Title","Goal Too Low for Me","僕には低すぎた目標"
"7302_Info","Kill <5> or more","<5>人以上キルする"
"6500_Title","One I Saw in the Documents","資料で見かけたヤツ"
"6500_Info","Kill prey","獲物をキルする"
"6501_Title","Never Let Prey Escape","狙った獲物は逃さない"
"6501_Info","Kill prey 3 times in one match","1試合で3回獲物をキルする"
"6502_Title","Hunter Passing By Coolly","颯爽に過ぎ去っていくハンター"
"6502_Info","Kill 2 prey in one turn","1ターンで2人獲物をキルする"
"6502_Constraint","・It's impossible for a hunter to kill non-prey.","・獲物以外をキルするなんて、ハンターにはあり得ない。"
"22400_Title","Everyone Gather!!","全員集合!!"
"22400_Info","Gather all survivors","生存者全員を集わせる"
"22401_Title","Come Over Here a Bit...","ちょっとこっちに来ようか..."
"22401_Info","Gather only one person","1人だけを集わせる"
"4500_Title","Connected Life","繋がれてしまった命"
"4500_Info","Kill 2 people at once connected to target","コネクトした相手を、2人同時にキルする"
"6600_Title","Curse and Curse...","呪って呪って..."
"6600_Info","Kill 1 cursed person","呪われた人を1人キルする"
"6601_Title","More!! Curse More!!","もっと！！呪って！！"
"6601_Info","Kill cursed people <3 times>","呪われた人を<3>人キルする"
"21000_Title","Tired...","ツカレタ..."
"21000_Info","Reach the kill count that weakens","弱化するキル数に到達する"
"21001_Title","Limit of Stamina","体力の限界"
"21001_Info","Kill <1> time after weakening","弱化してから<1>回キルする"
"21002_Title","Still Motivated Even Weakened","弱化されてもモーマンタイ"
"21002_Info","Kill <3> times after weakening","弱化してから<3>回キルする"
"4600_Title","FullPower","FullPower"
"4600_Info","Use overkill once","オーバーキルを1度使用する"
"4601_Title","OverPower","OverPower"
"4601_Info","Use up all overkills","オーバーキルを全て使い切る"
"4601_Constraint","・Overkill possible times 3 or more","・オーバーキル可能回数3回以上"
"4602_Title","Motionless Corpse","動けない死体"
"4602_Info","Kill <some roles> with overkill","<一部の役職>をオーバーキルでキルする"
"5700_Title","To Another World","もう一つの世界へ"
"5700_Info","Delete a role","役職を削除する"
"5701_Title","Delete Dangerous Elements","キケンブンシ ヲ ハイジョセヨ"
"5701_Info","Perform role deletion on <Neutral>","<ニュートラル>に対して役職削除を行う"
"24300_Title","Filled with Poison Gas","充満した毒ガス"
"24300_Info","Kill <3> or more with <poison gas sabotage>","毒ガスサボタージュで<3>人以上<殺害>する"
"24301_Title","Best Chance","一番のチャンス"
"24301_Info","Perform <kill> during poison gas sabotage","毒ガスサボタージュ中に<キル>を行う"
"24302_Title","Overconfidence Wounds","慢心創痍"
"24302_Info","Die from <poison gas sabotage>","毒ガスサボタージュで<死亡>する"
"3300_Title","Dopamine Rampage","ドーパミンの暴走"
"3300_Info","Gambling succeeds","ギャンブルが成功する"
"3301_Title","Smiling Dealer","微笑むディーラー"
"3301_Info","<Not succeed> in gambling <even once> in a game","ゲームで<1回も>ギャンブルに<成功しない>"
"3301_Constraint","-Never gamble again...! ・Kill 3 times or more","-もう二度とギャンブルなんてするもんか...!・キル三回以上"
"3302_Title","Gambler Who Changes Fate","運命を変えるギャンブラー"
"3302_Info","Perform 3 kills in one turn","1ターンで3キルを行う"
"3302_Constraint","・There is no failure for a gambler. ・If you're a gambler, blood doesn't stir unless 50% or less","・ギャンブラーに<失敗>の文字はない。・ギャンブラーなのであれば50%<以下>でないと血が騒がない"
"3400_Title","One Who Hacks Satellites","衛星をハッキングするモノ"
"3400_Info","Use ability 5 times","能力を5回使用する"
"3700_Title","Cloudy Crystal","濁る水晶"
"3700_Info","Divine <Third faction>","<第三陣営>を占う"
"3701_Title","Shining Crystal","輝く水晶"
"3701_Info","Divine <Madmate>","<マッドメイト>を占う"
"3200_Title","Your Location Is Known","君の居場所は把握済み"
"3200_Info","Kill <tracked target>","<トラック相手>をキルする"
"4400_Title","Tamaya~~","たまや～～"
"4400_Info","Launch fireworks","花火を打ち上げる"
"4401_Title","Beautifully Dancing Fireworks","美しく舞い上がった花火"
"4401_Info","Kill <3 people> with <fireworks>","花火で<3人>を<殺害>する"
"4402_Title","Dreamlike Scene","夢のような光景"
"4402_Info","Impostors win right after <launching> <fireworks>","<花火>を<打ち上げた>直後、<インポスター勝利>する"
"4402_Constraint","-When destroying the <ship>, a beautiful <fireworks show> awaits","- <船>を<滅亡>させる時、美しい<花火大会>が待っている"
"3000_Title","Super Jump","スーパージャンプ"
"3000_Info","Move <20m> with Jumper's jump","ジャンパーのジャンプで<20m>移動する"
"3001_Title","Full of Gaps","隙だらけ"
"3001_Info","Get killed during Jumper's <jump>","ジャンパーの<ジャンプ>中に<キル>される"
